itemCode,製品名:和名,製造販売元,経済課コード,リスク区分等,成分名
,カッコン湯エキス顆粒S,北日本製薬（株）,520B00D00961,第2類,
,葛根湯エキス顆粒SKT,北日本製薬（株）,520B01D00202,第2類,
,葛根湯エキス顆粒「至聖」,北日本製薬（株）,520C00D00279,第2類,
,葛根湯エキス顆粒「創至聖」,北日本製薬（株）,520B01D00201,第2類,
,加味帰脾湯エキス顆粒KM,北日本製薬（株）,520B71A00059,第2類,
,加味逍遙散エキス錠「創至聖」,北日本製薬（株）,520C01A00034,第2類,
,加味逍遙散料エキス顆粒KM,北日本製薬（株）,520B70A00027,第2類,
,カヨイソウ,北日本製薬（株）,520C00A00015,第2類,
,漢方胃腸薬「創至聖」,北日本製薬（株）,520B00D00381,第2類,
,漢方便秘薬小粒「創至聖」,北日本製薬（株）,520C02A00149,第2類,
,漢方便秘薬「創至聖」,北日本製薬（株）,520C00A00150,第2類,
,漢方便秘薬「東亜」,北日本製薬（株）,520C00D00604,第2類,
,帰脾湯エキス顆粒KM,北日本製薬（株）,520B72A00064,第2類,
,響声破笛丸料エキス顆粒KM,北日本製薬（株）,520B70A10069,第2類,
,金粒牛黄鹿茸丸,北日本製薬（株）,329R00D00472,第3類,
,駆風解毒湯エキス顆粒KM,北日本製薬（株）,520B70A10072,第2類,
,荊芥連翹湯エキス顆粒KM,北日本製薬（株）,520B70A00090,第2類,
,桂枝加竜骨牡蛎湯エキス顆粒KM-2,北日本製薬（株）,520B71A00087,第2類,
,桂枝茯苓丸錠「創至聖」,北日本製薬（株）,520C00D00219,第2類,
,桂枝茯苓丸料エキス顆粒KM-2,北日本製薬（株）,520B72A00073,第2類,
,コレスパン,北日本製薬（株）,218D00A00124,第3類,
,柴胡加竜骨牡蠣湯エキス顆粒KM,北日本製薬（株）,520B71A00066,第2類,
,柴胡桂枝乾姜湯エキス顆粒KM,北日本製薬（株）,520B71A00091,第2類,
,柴胡桂枝湯エキス顆粒KM,北日本製薬（株）,520B71A00022,第2類,
,柴朴湯エキス顆粒KM,北日本製薬（株）,520B71A00092,第2類,
,柴苓湯エキス顆粒KM,北日本製薬（株）,520B70A00050,第2類,
,三九漢方胃腸薬,北日本製薬（株）,520B00D00326,第2類,
,三物黄ごん湯エキス顆粒KM,北日本製薬（株）,520B72A00059,第2類,
,小柴胡湯エキス顆粒KM,北日本製薬（株）,520B70A00059,第2類,
,小青竜湯エキス顆粒KM,北日本製薬（株）,520B70A00086,第2類,
,小青竜湯エキス顆粒「創至聖」,北日本製薬（株）,520B02A00468,第2類,
,小青竜湯エキス顆粒「トーア」,北日本製薬（株）,520B00D01740,第2類,
,消風散料エキス顆粒KM,北日本製薬（株）,520B71A00085,第2類,
,新トアノージ,北日本製薬（株）,114B02D00001,指定第2類,
,新トアノージZ,北日本製薬（株）,114D00D00006,指定第2類,
,十全大補湯エキス顆粒KM,北日本製薬（株）,520B70A00070,第2類,
,潤腸湯エキス顆粒KM,北日本製薬（株）,520B73A00002,第2類,
,清上防風湯エキス顆粒KM,北日本製薬（株）,520B71A00100,第2類,
,大黄甘草湯エキス錠,北日本製薬（株）,520C00D01337,第2類,
,大柴胡湯エキス顆粒KM,北日本製薬（株）,520B70A00068,第2類,
,釣藤散料エキス顆粒KM,北日本製薬（株）,520B70A00076,第2類,
,猪苓湯エキス顆粒KM,北日本製薬（株）,520B70A00065,第2類,
,トアノージA,北日本製薬（株）,114B00D00096,指定第2類,
,東亜漢方便秘薬,北日本製薬（株）,520C00D00297,第2類,
,東亜漢方便秘薬小粒,北日本製薬（株）,520C00D00963,第2類,
,当帰芍薬散料エキス顆粒KM-2,北日本製薬（株）,520B70A00045,第2類,
,二色玉高トン,北日本製薬（株）,118B01D00076,指定第2類,
,女神散料エキス顆粒KM,北日本製薬（株）,520B71A00062,第2類,
,八味地黄丸錠「創至聖」,北日本製薬（株）,520C00D00840,第2類,
,はら薬「至聖」,北日本製薬（株）,231C00D00853,第3類,
,半夏厚朴湯エキス顆粒KM,北日本製薬（株）,520B71A00031,第2類,
,半夏瀉心湯エキス顆粒KM,北日本製薬（株）,520B70A00100,第2類,
,麦門冬湯エキス顆粒KM,北日本製薬（株）,520B71A00024,第2類,
,麦門冬湯エキス顆粒KM（分包）,北日本製薬（株）,520B72A00025,第2類,
,ビタトレール防風通聖散EX錠,北日本製薬（株）,520C00D00237,第2類,
,ビタトレール防風通聖散Z錠,北日本製薬（株）,520C00D00241,第2類,
,白虎加人参湯エキス顆粒KM,北日本製薬（株）,520B71A00101,第2類,
,ピラトン21顆粒,北日本製薬（株）,118B00B10016,第2類,
,補中益気湯エキス顆粒KM,北日本製薬（株）,520B70A00109,第2類,
,防已黄耆湯エキス錠「東亜」,北日本製薬（株）,520C01A00920,第2類,
,防風通聖散料エキス顆粒KM,北日本製薬（株）,520B71A00041,第2類,
,防風通聖散料エキス錠「至聖」,北日本製薬（株）,520C00A00421,第2類,
,防風通聖散料エキス錠「創至聖」,北日本製薬（株）,520C00D00035,第2類,
,防風通聖散料エキス錠「東亜」,北日本製薬（株）,520C00A00631,第2類,
,麻杏甘石湯エキス顆粒「トーア」,北日本製薬（株）,520B00D01288,第2類,
,抑肝散料エキス顆粒KM,北日本製薬（株）,520B70A00107,第2類,
,六君子湯エキス顆粒KM,北日本製薬（株）,520B71A00074,第2類,
,竜胆瀉肝湯エキス顆粒KM,北日本製薬（株）,520B71A00104,第2類,
,キップパイロール-Hi,キップ薬品（株）,262N00D00729,第2類,
,漢方中黄膏パップ,救急薬品工業（株）,520P00A01465,第2類,
,キュウメタシンパップH,救急薬品工業（株）,264P03D00620,第2類,
,サニックラン,救急薬品工業（株）,264P00B00488,第3類,
,サリエスタエース,救急薬品工業（株）,264P00B00485,第3類,
,サロスリー,救急薬品工業（株）,264P01D00687,第3類,
,サロスリーA,救急薬品工業（株）,264P00D01400,第3類,
,サロスリーIDS,救急薬品工業（株）,264P03A00050,第2類,
,スキルフH,救急薬品工業（株）,264P03A00044,第3類,
,スキルフIDS,救急薬品工業（株）,264P00A00051,第2類,
,スキルフクールA,救急薬品工業（株）,264P00D01399,第3類,
,トラフル　ダイレクト,救急薬品工業（株）,264Z00A00597,指定第2類,
,トラフルダイレクトa,救急薬品工業（株）,264Z00A00028,指定第2類,
,ナボリン フェルビナク70,救急薬品工業（株）,264P02A00695,第2類,
drug-pony:10768672,ピタスせきトローチ,救急薬品工業（株）,224Z00A00227,第2類,
,マキロンかゆみどめパッチ,救急薬品工業（株）,264P00A04103,第3類,
drug-pony:10652403,マキロンかゆみどめパッチP,救急薬品工業（株）,264P01A00700,第3類,
drug-pony:10652398,マキロンパッチエース,救急薬品工業（株）,264P00A00386,指定第2類,
,延若禿鶏内服液,救心製薬（株）,329E00A00675,第2類,
,活命参,救心製薬（株）,329B00A00483,第2類,
,救心,救心製薬（株）,211R00A00638,第2類,
,救心カプセル,救心製薬（株）,211D00D00659,第2類,
,救心カプセルF,救心製薬（株）,211D00A00320,第2類,
,救心感應丸 氣,救心製薬（株）,211R00D00373,第2類,
,［救心漢方］葛根黄連黄ごん湯エキス顆粒,救心製薬（株）,520B01A00039,第2類,
,［救心漢方］桔梗湯エキス散,救心製薬（株）,520B04A00557,第2類,
,［救心漢方］金匱腎気丸料エキス顆粒,救心製薬（株）,520B00A01109,第2類,
,［救心漢方］五苓散,救心製薬（株）,520B02A00854,第2類,
,［救心漢方］柴陥湯エキス顆粒,救心製薬（株）,520B00A01630,第2類,
,［救心漢方］四逆散,救心製薬（株）,520B01A00853,第2類,
,救心錠剤,救心製薬（株）,211C00A00620,第2類,
,救心のかぜ薬赤箱,救心製薬（株）,118B00D01204,第2類,
,救心六神丸,救心製薬（株）,211R00D00554,第2類,
,虔脩ホリ六神丸,救心製薬（株）,211R00D01274,第2類,
,生薬製剤救心,救心製薬（株）,211R00D00539,第2類,
,生薬製剤救心T,救心製薬（株）,211R00A00576,第2類,
,新救心感冒薬顆粒,救心製薬（株）,118B00D01210,第2類,
drug-pony:10154858,痛効散,救心製薬（株）,520B02A00425,第2類,
,ノイ・ホスロール,救心製薬（株）,520B00A01612,第2類,
,能活精,救心製薬（株）,329D00A00874,第3類,
,複方霊黄参丸,救心製薬（株）,329R00A00773,第3類,
,片仔黄,救心製薬（株）,237R00A00031,第3類,
,ホスロールS,救心製薬（株）,520B70A10003,第2類,
,律鼓心,救心製薬（株）,211R00A00005,第2類,
,霊黄参,救心製薬（株）,329D00A00522,第3類,
,霊鹿参,救心製薬（株）,329D00A00772,第3類,
,アイダム40DX,キョーリンリメディオ（株）,131M05A10014,第2類,
,アイダムALクール,キョーリンリメディオ（株）,131M03A10012,第2類,
,アイブルーAG,キョーリンリメディオ（株）,131M01A00072,第2類,
,アイブルーS40,キョーリンリメディオ（株）,131M05A10004,第3類,
,アイブルーピュア,キョーリンリメディオ（株）,131M00A00134,第2類,
,アウゲ40EX,キョーリンリメディオ（株）,131M08A10009,第2類,
,アウゲAL,キョーリンリメディオ（株）,131M15A10023,第2類,
,アウゲFX,キョーリンリメディオ（株）,131M01A00066,第2類,
,クールティアV12,キョーリンリメディオ（株）,131M20A10007,第2類,
,新ザルスH,キョーリンリメディオ（株）,264P00B00236,第3類,
,スタディー40,キョーリンリメディオ（株）,131M08A10006,第3類,
,スタディーAG,キョーリンリメディオ（株）,131M08A10002,第2類,
,スタディーALG,キョーリンリメディオ（株）,131M01A00197,第2類,
,スタディーFX,キョーリンリメディオ（株）,131M08A10001,第2類,
,スワンタッチ,キョーリンリメディオ（株）,131M00A00104,第2類,
,スワン目薬,キョーリンリメディオ（株）,131M00B05392,第2類,
,スワン目薬フレッシュ,キョーリンリメディオ（株）,131M00A00091,第2類,
,スワン目薬プラス,キョーリンリメディオ（株）,131M00B00016,第2類,
,セルメディカ40,キョーリンリメディオ（株）,131M11A10021,第3類,
,セルメディカAL,キョーリンリメディオ（株）,131M09A10020,第2類,
,セルメディカFX,キョーリンリメディオ（株）,131M10A10016,第2類,
,セルメディカR,キョーリンリメディオ（株）,131M28A10001,第2類,
,ノイプラス40DX,キョーリンリメディオ（株）,131M07A10002,第3類,
,ファルチロン,キョーリンリメディオ（株）,131M17A10002,第2類,
,ファルミック40NEW,キョーリンリメディオ（株）,131M11A10004,第2類,
,ファルミックAL,キョーリンリメディオ（株）,131M08A10007,第2類,
,ファルミックR,キョーリンリメディオ（株）,131M08A10008,第2類,
,フェキソフェナジン錠AG,キョーリンリメディオ（株）,449C00A00303,第2類,
,フォスター40,キョーリンリメディオ（株）,131M02A00015,第3類,
,フォスター40EX,キョーリンリメディオ（株）,131M12A10022,第2類,
,フォスターAG,キョーリンリメディオ（株）,131M03A00014,第2類,
,フォスターDX,キョーリンリメディオ（株）,131M03A00013,第3類,
,フォスターFX,キョーリンリメディオ（株）,131M03A00012,第2類,
,ミホエーゴールドDX,キョーリンリメディオ（株）,131M09A10005,第3類,
,ラフェルサEX,キョーリンリメディオ（株）,131M14A10005,第2類,
,ラフェルサV12,キョーリンリメディオ（株）,131M17A10006,第2類,
,ルイビー40,キョーリンリメディオ（株）,131M02A00017,第3類,
,ルイビーAG,キョーリンリメディオ（株）,131M01A00059,第2類,
,ルイビーDX,キョーリンリメディオ（株）,131M07A10010,第2類,
,ルイビーE50,キョーリンリメディオ（株）,131M03A10006,第3類,
,ルイビーFX,キョーリンリメディオ（株）,131M02A00018,第2類,
,ルイビーOA,キョーリンリメディオ（株）,131M01A10009,第2類,
,ルイビーR,キョーリンリメディオ（株）,131M01A00020,第2類,
,ルイビードライアイ,キョーリンリメディオ（株）,131M04A10035,第3類,
,六こん目薬,キョーリンリメディオ（株）,131M00A00032,第2類,
,アペテート整腸薬NA,京都薬品工業（株）,231C00A00050,第3類,
,イストロンU整腸錠,京都薬品工業（株）,231C00A00437,第3類,
,イストロン整腸錠プラス,京都薬品工業（株）,231C00A00736,第3類,
,ウィズワン坐剤,京都薬品工業（株）,235Q00A00008,第3類,
,エバユース　ホワイトEX,京都薬品工業（株）,317C00A00820,第3類,
,エバユース　ホワイトEXⅡ,京都薬品工業（株）,317C00A00375,第3類,
,エバレッシュ　ホワイトEX,京都薬品工業（株）,317C00A00821,第3類,
,エバレッシュ　ホワイトEXⅡ,京都薬品工業（株）,317C00A00374,第3類,
,キュアティホワイトⅡ,京都薬品工業（株）,317C00A00032,第3類,
,キュアティ　ホワイトNKB,京都薬品工業（株）,317C00A00471,第3類,
,コーラック坐薬タイプ,京都薬品工業（株）,235Q00A00096,第3類,
,サンベルサーホワイト,京都薬品工業（株）,317C00A00299,第3類,
,サンベルサーホワイトⅡ,京都薬品工業（株）,317C00A00033,第3類,
,新レシカルボン坐剤S,京都薬品工業（株）,235Q01A00024,第3類,
,ティアホワイト,京都薬品工業（株）,317C00A00003,第3類,
,トランシーノ ホワイトC,京都薬品工業（株）,317C00A00235,第3類,
,ノイビタコンドロ錠,京都薬品工業（株）,312C00A10006,第3類,
,ビタサプリホワイトEX,京都薬品工業（株）,317C00A00404,第3類,
,ファスコン整腸錠プラス,京都薬品工業（株）,231C00A00738,第3類,
,フェミールホワイトⅡ,京都薬品工業（株）,317C00A00031,第3類,
,フェミール　ホワイトNKB,京都薬品工業（株）,317C00A00472,第3類,
,フェロップストローチ,京都薬品工業（株）,279C00A00243,第2類,
,マードレトローチ,京都薬品工業（株）,279C00A00498,第2類,
,ミヤコホワイト,京都薬品工業（株）,317C00A00028,第3類,
,ミルセリン　ホワイトNKB,京都薬品工業（株）,317C00A00473,第3類,
,ラクサレット,京都薬品工業（株）,231C01A00573,第3類,
,ラクティブプラスNA,京都薬品工業（株）,231C00A00051,第3類,
,かぜカプセル「ゴールド」S,協同薬品工業（株）,118D02D10005,指定第2類,
,カルシウム錠D3プラス,協同薬品工業（株）,321C00D00075,第2類,
,クミアイ赤玉胃腸丸,協同薬品工業（株）,233R00D00515,第3類,
,クミアイ胃散「エス」,協同薬品工業（株）,237B00D04668,第2類,
,クミアイうがい薬「ナール」,協同薬品工業（株）,226M00D01814,第2類,
,クミアイウレアクリーム20,協同薬品工業（株）,266N00D00218,第3類,
,クミアイエーコープバン,協同薬品工業（株）,262Z00D00207,第3類,
,クミアイオーカン,協同薬品工業（株）,264M00D10128,第2類,
,クミアイかぜカプセル「ゴールド」,協同薬品工業（株）,118D00D10003,指定第2類,
,クミアイかぜぐすり「カプセルエース」,協同薬品工業（株）,118D03D00033,指定第2類,
,クミアイかぜぐすり「顆粒」,協同薬品工業（株）,118B05D10001,第2類,
,クミアイ葛根湯「顆粒」,協同薬品工業（株）,520B00D00240,第2類,
,クミアイカユミン軟膏M,協同薬品工業（株）,264N01D00795,第3類,
